organisation,slug,body_type,govuk_status,parent,total_docs,relevant_docs,guidance,statutory_guidance,detailed_guide,manual_section,manual,policy_paper,decision,regulation,notice,research,independent_report,impact_assessment,corporate_report,consultation_outcome,government_response,other_relevant
The Financial List,the-financial-list,Court,live,hm-courts-and-tribunals-service,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Food and Environment Research Agency,the-food-and-environment-research-agency,Executive agency,closed,department-for-environment-food-rural-affairs,14,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
The Independent Commission for Reconciliation and Information Recovery,the-independent-commission-for-reconciliation-and-information-recovery,Executive non-departmental public body,exempt,northern-ireland-office,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Insolvency Service,insolvency-service,Executive agency,live,department-for-business-and-trade,1617,448,75,2,95,92,2,2,13,2,2,18,1,0,127,13,1,3
The Intellectual Property List,the-intellectual-property-list,Court,live,hm-courts-and-tribunals-service,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Jeffrey Review,jeffrey-review,Other,closed,ministry-of-justice,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Legal Ombudsman,the-legal-ombudsman,Other,exempt,ministry-of-justice,7,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
The McKay Commission,mckay-commission,Other,closed,cabinet-office,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The National Archives,the-national-archives,Non-ministerial department,exempt,department-for-culture-media-and-sport,52,33,6,0,1,0,0,1,0,0,0,0,1,1,22,0,0,1
The National Lottery Community Fund,the-national-lottery-community-fund,Executive non-departmental public body,exempt,department-for-culture-media-and-sport,24,12,0,0,2,0,0,2,0,0,0,1,0,0,7,0,0,0
The National Shipbuilding Office,the-national-shipbuilding-office,Other,joining,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Oil and Pipelines Agency,oil-and-pipelines-agency,Public corporation,live,ministry-of-defence,31,21,4,0,1,0,0,1,0,0,0,0,0,0,15,0,0,0
The Parliamentary and Health Service Ombudsman ,the-parliamentary-and-health-service-ombudsman,Other,exempt,,131,123,0,0,0,0,0,1,0,0,0,4,35,0,83,0,0,0
The Pension Protection Fund Ombudsman,pension-protection-fund-ombudsman,Tribunal,exempt,department-for-work-pensions,23,18,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
The Pensions Advisory Service,the-pensions-advisory-service,Executive non-departmental public body,closed,department-for-work-pensions,20,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
The Pensions Ombudsman,pensions-ombudsman,Tribunal,exempt,department-for-work-pensions,33,19,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0
The Pensions Regulator,the-pensions-regulator,Executive non-departmental public body,exempt,department-for-work-pensions,83,33,9,0,0,0,0,2,0,0,0,0,0,0,21,1,0,0
"The Property, Trusts and Probate List",the-property-trusts-and-probate-list,Court,live,hm-courts-and-tribunals-service,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Queen Elizabeth Memorial Committee,the-queen-elizabeth-memorial-committee,Ad-hoc advisory group,live,cabinet-office,18,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Revenue List,the-revenue-list,Court,live,hm-courts-and-tribunals-service,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Reviewing Committee on the Export of Works of Art and Objects of Cultural Interest,the-reviewing-committee-on-the-export-of-works-of-art-and-objects-of-cultural-interest,Advisory non-departmental public body,exempt,department-for-culture-media-and-sport,39,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
The Scottish Government,the-scottish-government,Devolved government,exempt,,753,187,1,69,7,0,0,60,0,0,2,6,1,0,5,30,0,6
The Security Service,the-security-service-mi5,Other,exempt,home-office,15,6,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0
The Shareholder Executive,the-shareholder-executive,Other,closed,department-for-business-innovation-skills,51,29,0,0,0,0,0,12,0,0,0,3,3,2,7,2,0,0
The Theatres Trust,the-theatres-trust,Advisory non-departmental public body,exempt,department-for-culture-media-and-sport,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Water Services Regulation Authority ,the-water-services-regulation-authority,Non-ministerial department,exempt,department-for-environment-food-rural-affairs,78,41,6,0,0,0,0,5,0,0,0,1,0,0,29,0,0,0
Third Party Campaigning Review,third-party-campaigning-review,Other,closed,cabinet-office,7,3,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
Thurrock Thames Gateway Development Corporation,thurrock-thames-gateway-development-corporation,Other,closed,,8,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Trade and Agriculture Commission,trade-and-agriculture-commission,Other,live,,18,6,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
Trade Remedies Authority,trade-remedies-authority,Executive non-departmental public body,live,department-for-business-and-trade,269,45,22,0,0,0,0,1,0,0,0,6,0,0,16,0,0,0
Trade Remedies Investigations Directorate,trade-remedies-investigations-directorate,Sub organisation,closed,department-for-international-trade,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Traffic Commissioners for Great Britain,traffic-commissioners,Tribunal,live,department-for-transport,1386,1105,19,16,35,0,0,2,837,0,0,0,2,0,15,14,0,165
Training and Development Agency for Schools,training-and-development-agency-for-schools,Executive agency,closed,,9,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
Transport Focus,transport-focus,Executive non-departmental public body,exempt,department-for-transport,87,7,1,0,0,0,0,1,0,0,0,2,0,0,3,0,0,0
Treasure Valuation Committee,treasure-valuation-committee,Advisory non-departmental public body,exempt,department-for-culture-media-and-sport,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Treasury Solicitor’s Department,treasury-solicitor-s-department,Non-ministerial department,closed,attorney-generals-office,158,8,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0
Tribunal Procedure Committee,tribunal-procedure-committee,Advisory non-departmental public body,live,ministry-of-justice,51,44,2,0,0,0,0,0,0,8,0,0,0,0,3,25,1,5
Trinity House,trinity-house,Executive non-departmental public body,exempt,department-for-transport,115,29,0,0,0,0,0,3,0,0,0,0,0,0,24,2,0,0
Trust ports,trust-ports,Other,closed,department-for-transport,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UK Anti-Doping,uk-anti-doping,Executive non-departmental public body,exempt,department-for-culture-media-and-sport,28,15,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0
UK Asset Resolution Limited,uk-asset-resolution-limited,Other,exempt,hm-treasury,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UK Atomic Energy Authority,uk-atomic-energy-authority,Executive non-departmental public body,live,department-for-energy-security-and-net-zero,204,40,10,0,0,0,0,1,0,0,0,1,0,0,28,0,0,0
UK Border Agency,uk-border-agency,Executive agency,closed,home-office,87,11,0,0,0,0,0,4,0,0,0,0,0,0,5,1,1,0
UK Co-ordinating Body,uk-co-ordinating-body,Other,closed,department-for-environment-food-rural-affairs,20,16,0,0,1,0,0,1,0,0,0,0,0,0,14,0,0,0
UK Commission for Employment and Skills,uk-commission-for-employment-and-skills,Executive non-departmental public body,closed,department-for-education,387,227,27,0,1,0,0,0,0,0,0,183,1,0,13,2,0,0
UK Commission on Covid Commemoration,uk-commission-on-covid-commemoration,Other,live,cabinet-office,18,3,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
UK Council for Internet Safety,uk-council-for-internet-safety,Sub organisation,live,department-for-education,19,14,11,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
UK Debt Management Office,uk-debt-management-office,Executive agency,exempt,hm-treasury,92,81,0,0,0,0,0,8,0,0,0,0,0,0,72,1,0,0
UK Defence and Security Exports,uk-defence-and-security-exports,Sub organisation,live,department-for-business-and-trade,41,10,7,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
UK Defence Innovation,uk-defence-innovation,Sub organisation,live,ministry-of-defence,52,24,5,0,8,0,0,0,0,0,9,1,0,0,1,0,0,0
UK Export Finance,uk-export-finance,Ministerial department,live,,1405,268,26,0,31,0,0,10,0,0,114,7,1,1,72,6,0,0
UK Film Council,uk-film-council,Other,closed,,8,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
UK Financial Investments Limited,uk-financial-investments-limited,Other,closed,hm-treasury,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
UK Fusion Energy,uk-fusion-energy,Sub organisation,live,uk-atomic-energy-authority,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
UK Government Decontamination Service,uk-government-decontamination-service,Sub organisation,closed,the-food-and-environment-research-agency,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
UK Government Investments,uk-government-investments,Other,exempt,hm-treasury,48,22,1,0,0,0,0,2,0,0,0,1,0,0,17,1,0,0
UK Green Investment Bank,uk-green-investment-bank,Other,closed,department-for-business-energy-and-industrial-strategy,15,7,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0
UK Health Security Agency,uk-health-security-agency,Executive agency,live,department-of-health-and-social-care,3564,1573,698,0,375,0,0,5,0,0,0,426,9,1,54,2,0,3
UK Holocaust Memorial Foundation,uk-holocaust-memorial-foundation,Other,live,ministry-of-housing-communities-local-government,52,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
UK Hydrographic Office,uk-hydrographic-office,Executive agency,live,ministry-of-defence,428,254,21,0,10,0,0,3,0,1,0,190,0,0,29,0,0,0
UK Industrial Fusion Solutions,uk-industrial-fusion-solutions,Sub organisation,closed,uk-atomic-energy-authority,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UK Infrastructure Bank,uk-infrastructure-bank,Executive non-departmental public body,live,hm-treasury,9,6,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0
UK Integrated Security Fund,uk-integrated-security-fund,Sub organisation,live,cabinet-office,89,83,3,0,1,0,0,76,0,0,0,0,0,0,3,0,0,0
UK National Authority for Counter-Eavesdropping,uk-national-authority-for-counter-eavesdropping,Sub organisation,joining,fcdo-services,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UK National Contact Point,uk-national-contact-point,Sub organisation,live,department-for-business-and-trade,76,70,5,0,3,0,0,1,57,0,0,0,0,0,4,0,0,0
UK National Screening Committee,uk-national-screening-committee,Sub organisation,live,department-of-health-and-social-care,142,68,25,0,5,10,1,0,0,0,0,7,3,0,12,5,0,0
UK Passport Service,uk-passport-service,Other,closed,,5,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
UK Research and Innovation,uk-research-and-innovation,Executive non-departmental public body,exempt,department-for-science-innovation-and-technology,404,20,2,0,0,0,0,2,0,0,1,1,2,0,12,0,0,0
UK Resilience Academy,uk-resilience-academy,Sub organisation,live,cabinet-office,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UK Shared Business Services Ltd,uk-shared-business-services-ltd,Other,exempt,department-for-science-innovation-and-technology,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UK Space Agency,uk-space-agency,Sub organisation,live,department-for-science-innovation-and-technology,1012,349,49,2,15,0,0,20,0,0,152,25,3,10,67,4,0,2
UK Sport,uk-sport,Executive non-departmental public body,exempt,department-for-culture-media-and-sport,45,22,1,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0
UK Statistics Authority,uk-statistics-authority,Non-ministerial department,exempt,cabinet-office,27,13,4,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0
UK Trade & Investment,uk-trade-investment,Non-ministerial department,closed,,522,67,1,0,0,0,0,17,0,0,0,17,0,0,32,0,0,0
UK Transplant,uk-transplant,Other,closed,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
UK Visas and Immigration,uk-visas-and-immigration,Sub organisation,live,home-office,2574,1416,955,4,50,0,0,321,0,0,1,32,6,20,12,10,0,5
UKTI Education,ukti-education,Sub organisation,closed,department-for-business-innovation-skills,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UKTI Life Sciences Organisation,ukti-life-sciences-organisation,Sub organisation,closed,uk-trade-investment,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom Blood Transfusion Services,united-kingdom-blood-transfusion-services,Other,closed,,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom National Nuclear Laboratory,united-kingdom-national-nuclear-laboratory,Public corporation,exempt,department-for-energy-security-and-net-zero,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
United Kingdom Reserve Forces Association,united-kingdom-reserve-forces-association,Sub organisation,live,ministry-of-defence,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom Security Vetting,united-kingdom-security-vetting,Sub organisation,live,cabinet-office,35,20,12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper Tribunal (Administrative Appeals Chamber),upper-tribunal-administrative-appeals-chamber,Tribunal,live,hm-courts-and-tribunals-service,2022,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
Upper Tribunal (Immigration and Asylum Chamber),upper-tribunal-immigration-and-asylum-chamber,Tribunal,live,hm-courts-and-tribunals-service,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper Tribunal (Lands Chamber),upper-tribunal-lands-chamber,Tribunal,live,hm-courts-and-tribunals-service,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Upper Tribunal (Tax and Chancery Chamber),upper-tribunal-tax-and-chancery-chamber,Tribunal,live,hm-courts-and-tribunals-service,1407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valuation and Lands Agency,valuation-and-lands-agency,Executive agency,closed,,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Valuation Office Agency,valuation-office-agency,Executive agency,closed,hm-revenue-customs,1315,612,51,0,43,0,0,3,361,0,0,116,0,0,35,3,0,0
Valuation Tribunal for England ,valuation-tribunal-for-england,Tribunal,exempt,ministry-of-housing-communities-local-government,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valuation Tribunal Service,valuation-tribunal-service-for-england-valuation-tribunal-service,Executive non-departmental public body,exempt,ministry-of-housing-communities-local-government,18,16,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
Varney Review,varney-review,Other,closed,,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Vehicle and Operator Services Agency,vehicle-and-operator-services-agency,Executive agency,closed,department-for-transport,229,28,0,0,0,0,0,0,0,0,0,5,0,0,20,3,0,0
Vehicle Certification Agency,vehicle-certification-agency,Executive agency,exempt,department-for-transport,235,33,2,0,0,0,0,0,0,0,0,0,0,0,29,2,0,0
Veterans Advisory and Pensions Committees,veterans-advisory-and-pensions-committees-x13,Advisory non-departmental public body,live,ministry-of-defence,88,50,39,0,1,0,0,2,0,0,0,0,0,1,7,0,0,0
Veterans UK,veterans-uk,Sub organisation,live,ministry-of-defence,435,176,26,0,39,0,0,4,0,0,0,106,0,0,0,0,0,1
Veterinary Laboratories Agency,veterinary-laboratories-agency,Executive agency,closed,,9,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
Veterinary Medicines Directorate,veterinary-medicines-directorate,Executive agency,live,department-for-environment-food-rural-affairs,872,260,19,0,106,34,4,8,0,0,35,27,0,0,22,3,0,2
Veterinary Products Committee,veterinary-products-committee,Advisory non-departmental public body,live,department-for-environment-food-rural-affairs,10,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Veterinary Residues Committee,veterinary-residues-committee,Other,closed,department-for-environment-food-rural-affairs,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Victims' Advisory Panel,victim-s-advisory-panel,Advisory non-departmental public body,closed,ministry-of-justice,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victims' Commissioner,victims-commissioner,Other,exempt,ministry-of-justice,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria and Albert Museum,victoria-and-albert-museum,Executive non-departmental public body,exempt,department-for-culture-media-and-sport,32,17,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
Victoria Climbié Inquiry,victoria-climbi_-inquiry,Other,closed,,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
VisitBritain,visitbritain,Executive non-departmental public body,exempt,department-for-culture-media-and-sport,86,17,0,0,0,0,0,1,0,0,0,1,0,0,15,0,0,0
VisitEngland,visitengland,Executive non-departmental public body,exempt,department-for-culture-media-and-sport,165,13,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
Wakefield Education Action Zone,wakefield-education-action-zone,Other,closed,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Wales Audit Office,wales-audit-office,Other,exempt,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wales Office,wales-office,Ministerial department,live,,155,11,1,0,1,0,0,4,0,0,0,1,2,0,2,0,0,0
Wallace Collection,wallace-collection,Executive non-departmental public body,exempt,department-for-culture-media-and-sport,24,19,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0
Warship Support Agency,warship-support-agency,Executive agency,closed,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Water Service (Northern Ireland),water-service-northern-ireland,Executive agency,closed,,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Waterways Ireland,waterways-ireland,Other,closed,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Wave Hub,wave-hub,Other,closed,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wednesbury Education Action Zone,wednesbury-education-action-zone,Other,closed,,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Welsh Development Agency,welsh-development-agency,Other,closed,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Welsh Government,welsh-government,Devolved government,exempt,,1784,251,8,77,21,0,0,69,1,0,1,9,3,0,9,42,1,10
Welsh Language Commissioner,welsh-language-commissioner,Other,exempt,,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Welsh Office,welsh-office,Other,closed,,15,5,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0
West Northamptonshire Development Corporation,the-west-northamptonshire-development-corporation,Executive non-departmental public body,closed,ministry-of-housing-communities-and-local-government-2018-2021,12,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
Western Education and Library Board,western-education-and-library-board,Other,closed,,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Western Health and Social Services Board,western-health-and-social-services-board,Other,closed,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Westminster Education Action Zone,westminster-education-action-zone,Other,closed,,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Westminster Foundation for Democracy,westminster-foundation-for-democracy,Executive non-departmental public body,exempt,foreign-commonwealth-development-office,26,20,1,0,0,0,0,2,0,0,0,5,1,0,11,0,0,0
Wilton Park,wilton-park,Executive agency,exempt,foreign-commonwealth-development-office,36,25,1,0,0,0,0,3,0,0,0,0,0,0,21,0,0,0
Windrush Commemoration Committee,windrush-commemoration-committee,Sub organisation,live,ministry-of-housing-communities-local-government,13,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Withernsea and Southern Holderness Education Action Zone,withernsea-and-southern-holderness-education-action-zone,Other,closed,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Wolverhampton Education Action Zone,wolverhampton-education-action-zone,Other,closed,,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Women and Equalities Unit,women-and-equalities-unit,Sub organisation,live,cabinet-office,45,38,7,1,1,0,0,0,0,0,0,27,1,0,1,0,0,0
Working Ventures UK,working-ventures-uk,Other,closed,,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Wythenshawe Education Action Zone,wythenshawe-education-action-zone,Other,closed,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Yorkshire Dales National Park Authority,yorkshire-dales-national-park-authority,Other,exempt,department-for-environment-food-rural-affairs,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Yorkshire Forward,yorkshire-forward,Executive agency,closed,,8,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Young People's Learning Agency,young-peoples-learning-agency,Executive agency,closed,,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Youth Custody Service,youth-custody-service,Sub organisation,live,hm-prison-and-probation-service,62,20,8,0,3,0,0,5,0,0,0,0,1,0,3,0,0,0
Youth Justice Agency of Northern Ireland,youth-justice-agency-of-northern-ireland,Executive agency,exempt,department-of-justice-northern-ireland,25,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Youth Justice Board for England and Wales,youth-justice-board-for-england-and-wales,Executive non-departmental public body,live,ministry-of-justice,268,112,23,1,10,13,1,3,0,0,0,18,1,0,41,1,0,0
Zahid Mubarek Inquiry,zahid-mubarek-inquiry,Other,closed,,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
